image_id,target
ISIC_0067120_3.JPG,1
ISIC_1939413_3.JPG,1
ISIC_0071594_0.JPG,1
ISIC_0035825_4.JPG,1
ISIC_0069192_1.JPG,1
ISIC_9351516_0.JPG,1
ISIC_0025085_0.JPG,1
ISIC_0015115_1.JPG,1
ISIC_0033431_3.JPG,1
ISIC_0011528_3.JPG,1
ISIC_0022907_0.JPG,1
ISIC_0066143_0.JPG,1
ISIC_0063725_0.JPG,1
ISIC_0071906_0.JPG,1
ISIC_0014935_2.JPG,1
ISIC_0013466_2.JPG,1
ISIC_0011710_2.JPG,1
ISIC_3028898_2.JPG,1
ISIC_0014176_2.JPG,1
ISIC_5561003_4.JPG,1
ISIC_0022144_0.JPG,1
ISIC_0059804_0.JPG,1
ISIC_0072215_3.JPG,1
ISIC_0021214_3.JPG,1
ISIC_0023162_3.JPG,1
ISIC_9476229_3.JPG,1
ISIC_0065213_3.JPG,1
ISIC_0061884_0.JPG,1
ISIC_0022339_1.JPG,1
ISIC_0014970_2.JPG,1
ISIC_0064785_4.JPG,1
ISIC_0022942_0.JPG,1
ISIC_0012678_0.JPG,1
ISIC_0066106_0.JPG,1
ISIC_0064270_0.JPG,1
ISIC_0063295_4.JPG,1
ISIC_0014133_2.JPG,1
ISIC_0058024_3.JPG,1
ISIC_5086718_4.JPG,1
ISIC_0033452_0.JPG,1
ISIC_0023144_0.JPG,1
ISIC_0063397_3.JPG,1
ISIC_3932849_0.JPG,1
ISIC_0023823_4.JPG,1
ISIC_0030747_3.JPG,1
ISIC_0022964_3.JPG,1
ISIC_0022127_3.JPG,1
ISIC_0014209_4.JPG,1
ISIC_0023060_4.JPG,1
ISIC_0024085_0.JPG,1
ISIC_0021849_1.JPG,1
ISIC_0034107_0.JPG,1
ISIC_0058496_0.JPG,1
ISIC_0015133_2.JPG,1
ISIC_0211882_0.JPG,1
ISIC_0021782_4.JPG,1
ISIC_0013091_1.JPG,1
ISIC_0014368_0.JPG,1
ISIC_0053839_3.JPG,1
ISIC_0022921_3.JPG,1
ISIC_0025472_3.JPG,1
ISIC_4936662_3.JPG,1
ISIC_0021353_4.JPG,1
ISIC_0033533_4.JPG,1
ISIC_0011736_1.JPG,1
ISIC_0064213_3.JPG,1
ISIC_0061475_3.JPG,1
ISIC_0011858_1.JPG,1
ISIC_2144690_3.JPG,1
ISIC_0069248_2.JPG,1
ISIC_0010240_3.JPG,1
ISIC_0046427_3.JPG,1
ISIC_0013832_4.JPG,1
ISIC_0014561_4.JPG,1
ISIC_0070709_4.JPG,1
ISIC_0066470_2.JPG,1
ISIC_0032922_2.JPG,1
ISIC_0068137_4.JPG,1
ISIC_1423737_1.JPG,1
ISIC_0023886_1.JPG,1
ISIC_3301933_4.JPG,1
ISIC_0022477_2.JPG,1
ISIC_0056309_2.JPG,1
ISIC_0028285_3.JPG,1
ISIC_0057870_4.JPG,1
ISIC_0034457_1.JPG,1
ISIC_9138658_2.JPG,1
ISIC_0013877_4.JPG,1
ISIC_0065720_1.JPG,1
ISIC_0012930_3.JPG,1
ISIC_5620802_0.JPG,1
ISIC_0035434_2.JPG,1
ISIC_0013953_0.JPG,1
ISIC_0023669_0.JPG,1
ISIC_0011691_3.JPG,1
ISIC_7312977_3.JPG,1
ISIC_0023477_2.JPG,1
ISIC_0053734_0.JPG,1
ISIC_0056152_0.JPG,1
ISIC_0012916_0.JPG,1
ISIC_3560753_2.JPG,1
ISIC_0022886_1.JPG,1
ISIC_4910630_3.JPG,1
ISIC_6392461_4.JPG,1
ISIC_8344345_4.JPG,1
ISIC_0033967_2.JPG,1
ISIC_0022080_1.JPG,1
ISIC_0032596_1.JPG,1
ISIC_0000285_4.JPG,1
ISIC_0010266_0.JPG,1
ISIC_0015400_0.JPG,1
ISIC_0024961_2.JPG,1
ISIC_0012328_1.JPG,1
ISIC_0019315_2.JPG,1
ISIC_0014463_3.JPG,1
ISIC_0046639_1.JPG,1
ISIC_0022451_1.JPG,1
ISIC_0000548_1.JPG,1
ISIC_0022245_0.JPG,1
ISIC_0064134_0.JPG,1
ISIC_0013767_2.JPG,1
ISIC_0028860_1.JPG,1
ISIC_0025755_0.JPG,1
ISIC_0063992_4.JPG,1
ISIC_0057558_3.JPG,1
ISIC_0070227_3.JPG,1
ISIC_7520843_3.JPG,1
ISIC_0000164_1.JPG,1
ISIC_0064010_4.JPG,1
ISIC_0069293_1.JPG,1
ISIC_0000278_4.JPG,1
ISIC_0027507_4.JPG,1
ISIC_0030501_4.JPG,1
ISIC_0022694_0.JPG,1
ISIC_0073016_4.JPG,1
ISIC_0021150_3.JPG,1
ISIC_1559934_3.JPG,1
ISIC_0072151_3.JPG,1
ISIC_7739392_0.JPG,1
ISIC_8124900_2.JPG,1
ISIC_0057725_2.JPG,1
ISIC_0014232_2.JPG,1
ISIC_0026897_3.JPG,1
ISIC_1091339_4.JPG,1
ISIC_0032716_0.JPG,1
ISIC_0046681_1.JPG,1
ISIC_0013988_3.JPG,1
ISIC_0055453_2.JPG,1
ISIC_9556334_4.JPG,1
ISIC_0015251_1.JPG,1
ISIC_1075553_2.JPG,1
ISIC_0064349_1.JPG,1
ISIC_0022324_4.JPG,1
ISIC_9841598_0.JPG,1
ISIC_0036113_3.JPG,1
ISIC_2717192_2.JPG,1
ISIC_0058303_0.JPG,1
ISIC_0023361_4.JPG,1
ISIC_0014108_4.JPG,1
ISIC_0021854_4.JPG,1
ISIC_0064157_3.JPG,1
ISIC_0010629_3.JPG,1
ISIC_0032730_3.JPG,1
ISIC_0010883_2.JPG,1
ISIC_0022226_3.JPG,1
ISIC_0063447_3.JPG,1
ISIC_0021017_4.JPG,1
ISIC_0016162_1.JPG,1
ISIC_0013704_1.JPG,1
ISIC_0015277_2.JPG,1
ISIC_0010411_2.JPG,1
ISIC_0021970_0.JPG,1
ISIC_0009913_4.JPG,1
