image_id,target
ISIC_1064919_0.JPG,benign
ISIC_2708737_0.JPG,benign
ISIC_1944865_0.JPG,benign
ISIC_0032083_0.JPG,benign
ISIC_0028959_0.JPG,benign
ISIC_0022595_0.JPG,benign
ISIC_0061082_0.JPG,benign
ISIC_3763008_0.JPG,benign
ISIC_3650533_0.JPG,benign
ISIC_4270738_0.JPG,benign
ISIC_1463406_0.JPG,benign
ISIC_1134319_0.JPG,benign
ISIC_2060077_0.JPG,benign
ISIC_0030724_0.JPG,benign
ISIC_0032452_0.JPG,benign
ISIC_4206375_0.JPG,benign
ISIC_0148465_0.JPG,benign
ISIC_5688950_0.JPG,benign
ISIC_5219334_0.JPG,benign
ISIC_0479264_0.JPG,benign
ISIC_4655338_0.JPG,benign
ISIC_4014899_0.JPG,benign
ISIC_0032885_0.JPG,benign
ISIC_0704618_0.JPG,benign
ISIC_0035107_0.JPG,benign
ISIC_0030761_0.JPG,benign
ISIC_0054509_0.JPG,benign
ISIC_0015368_0.JPG,benign
ISIC_0022101_0.JPG,benign
ISIC_5226275_0.JPG,benign
ISIC_2031794_0.JPG,benign
ISIC_5376036_0.JPG,benign
ISIC_7003303_0.JPG,benign
ISIC_4895957_0.JPG,benign
ISIC_6186492_0.JPG,benign
ISIC_0023907_0.JPG,benign
ISIC_4506356_0.JPG,benign
ISIC_0021232_0.JPG,benign
ISIC_0031724_0.JPG,benign
ISIC_1300318_0.JPG,benign
ISIC_1508162_0.JPG,benign
ISIC_0062725_0.JPG,benign
ISIC_6058345_0.JPG,benign
ISIC_0036234_0.JPG,benign
ISIC_0026722_0.JPG,benign
ISIC_0034901_0.JPG,benign
ISIC_1705532_0.JPG,benign
ISIC_0029959_0.JPG,benign
ISIC_0033083_0.JPG,benign
ISIC_0023595_0.JPG,benign
ISIC_3716776_0.JPG,benign
ISIC_2867740_0.JPG,benign
ISIC_2811348_0.JPG,benign
ISIC_0034593_0.JPG,benign
ISIC_0021277_0.JPG,benign
ISIC_2254033_0.JPG,benign
ISIC_0023942_0.JPG,benign
ISIC_0062760_0.JPG,benign
ISIC_0065270_0.JPG,benign
ISIC_0034944_0.JPG,benign
ISIC_0033417_0.JPG,benign
ISIC_0026767_0.JPG,benign
ISIC_0023101_0.JPG,benign
ISIC_1050000_0.JPG,benign
ISIC_3787558_0.JPG,benign
ISIC_2126277_0.JPG,benign
ISIC_3296136_0.JPG,benign
ISIC_4192383_0.JPG,benign
ISIC_5617191_0.JPG,benign
ISIC_0058804_0.JPG,benign
ISIC_2022525_0.JPG,benign
ISIC_0626118_0.JPG,benign
ISIC_2540408_0.JPG,benign
ISIC_5699328_0.JPG,benign
ISIC_4249893_0.JPG,benign
ISIC_0029672_0.JPG,benign
ISIC_0988073_0.JPG,benign
ISIC_2079121_0.JPG,benign
ISIC_5251150_0.JPG,benign
ISIC_0026809_0.JPG,benign
ISIC_1216542_0.JPG,benign
ISIC_2334224_0.JPG,benign
ISIC_6544548_0.JPG,benign
ISIC_0029637_0.JPG,benign
ISIC_1579386_0.JPG,benign
ISIC_3858243_0.JPG,benign
ISIC_0024379_0.JPG,benign
ISIC_0062008_0.JPG,benign
ISIC_0538688_0.JPG,benign
ISIC_1660143_0.JPG,benign
ISIC_1393528_0.JPG,benign
ISIC_0068487_0.JPG,benign
ISIC_4565303_0.JPG,benign
ISIC_1818845_0.JPG,benign
ISIC_0027809_0.JPG,benign
ISIC_0504868_0.JPG,benign
ISIC_4001815_0.JPG,benign
ISIC_0015445_0.JPG,benign
ISIC_0706692_0.JPG,benign
ISIC_2741984_0.JPG,benign
ISIC_3183190_0.JPG,benign
ISIC_0056583_0.JPG,benign
ISIC_2810420_0.JPG,benign
ISIC_0028672_0.JPG,benign
ISIC_5564029_0.JPG,benign
ISIC_5695623_0.JPG,benign
ISIC_0030009_0.JPG,benign
ISIC_0025379_0.JPG,benign
ISIC_1908424_0.JPG,benign
ISIC_0056117_0.JPG,benign
ISIC_3065253_0.JPG,benign
ISIC_4518384_0.JPG,benign
ISIC_0022669_0.JPG,benign
ISIC_5648767_0.JPG,benign
ISIC_6281685_0.JPG,benign
ISIC_4978973_0.JPG,benign
ISIC_0069056_0.JPG,benign
ISIC_4650236_0.JPG,benign
ISIC_1368313_0.JPG,benign
ISIC_0028637_0.JPG,benign
ISIC_2267785_0.JPG,benign
ISIC_0027423_0.JPG,benign
ISIC_0032753_0.JPG,benign
ISIC_0020970_0.JPG,benign
ISIC_6432089_0.JPG,benign
ISIC_2722607_0.JPG,benign
ISIC_5318595_0.JPG,benign
ISIC_2487188_0.JPG,benign
ISIC_6253947_0.JPG,benign
